ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.1915,-0.2298,9.7492,-0.289,-0.2363,9.7995,0.1166,0.0256,-0.0887,0.0618,0.0128,-0.0192,8.25,-32.5,-25.0,192.55,1.38,1.69,196,2015-10-08 14:08:51:365
-0.1724,-0.2298,9.73,-0.2891,-0.2288,9.7997,0.1167,-0.0011,-0.0697,-0.0107,0.0149,0.1641,7.75,-32.5,-24.75,192.56,1.34,1.69,290,2015-10-08 14:08:51:459
-0.1915,-0.2298,9.7492,-0.2824,-0.2248,9.8,0.0908,-0.0051,-0.0508,0.0682,-0.017,-0.0128,9.0,-32.25,-23.75,194.27,1.44,1.68,396,2015-10-08 14:08:51:565
-0.1915,-0.2107,9.7492,-0.3044,-0.1963,9.8,0.1128,-0.0144,-0.0508,-0.0533,-0.1065,-0.0597,9.25,-32.5,-23.5,194.37,1.36,1.65,490,2015-10-08 14:08:51:659
-0.1532,-0.2298,9.8067,-0.2962,-0.1374,9.8012,0.1429,-0.0924,0.0054,0.0575,0.0256,-0.032,9.25,-34.75,-24.75,193.4,1.15,1.78,590,2015-10-08 14:08:51:759
-0.1724,-0.2107,9.7875,-0.3007,-0.109,9.8014,0.1283,-0.1017,-0.0139,-0.0107,-0.0447,0.0874,9.0,-36.0,-25.25,193.17,0.8,1.73,690,2015-10-08 14:08:51:859
-0.1724,-0.249,9.845,-0.3076,-0.0818,9.8015,0.0969,-0.148,-0.014,0.0064,-0.0511,0.0128,9.75,-35.5,-25.0,194.62,0.61,1.82,791,2015-10-08 14:08:51:960
-0.1915,-0.2298,9.8067,-0.2749,-0.0945,9.8023,0.0834,-0.1354,0.0043,-0.049,-0.0682,-0.1257,7.75,-33.75,-24.75,191.96,0.6,1.7,890,2015-10-08 14:08:52:059
-0.2107,-0.2298,9.7875,-0.2933,-0.0876,9.8019,0.0826,-0.1422,-0.0144,-0.0234,0.0533,0.0959,7.75,-32.25,-26.0,192.7,0.58,1.6,991,2015-10-08 14:08:52:160
-0.1532,-0.249,9.7109,-0.2936,-0.1063,9.8017,0.1404,-0.1427,-0.0908,-0.066,-0.0256,-0.0597,7.75,-33.75,-25.5,193.93,0.61,1.71,1090,2015-10-08 14:08:52:259
-0.2107,-0.2298,9.7683,-0.2828,-0.1246,9.8018,0.0721,-0.067,-0.1101,0.0128,-0.0469,-0.0426,8.5,-35.0,-25.5,191.6,0.72,1.71,1190,2015-10-08 14:08:52:359
-0.1724,-0.2298,9.7683,-0.2624,-0.1245,9.8023,0.09,-0.0862,-0.1106,-0.0213,0.0192,0.0107,7.75,-35.0,-25.5,191.61,0.69,1.63,1290,2015-10-08 14:08:52:459
-0.1724,-0.2107,9.7492,-0.2687,-0.0862,9.8026,0.1012,-0.1142,-0.0532,0.0256,-0.0149,0.0852,8.5,-33.75,-24.75,193.61,0.58,1.61,1390,2015-10-08 14:08:52:559
-0.1915,-0.2298,9.73,-0.2726,-0.0631,9.8027,0.1019,-0.1429,-0.0725,0.0383,-0.0021,0.0554,8.75,-34.75,-24.75,193.28,0.42,1.59,1490,2015-10-08 14:08:52:659
-0.1915,-0.2682,9.8067,-0.2657,-0.0682,9.8028,0.1013,-0.1652,-0.0726,0.0937,-0.0021,0.0064,7.75,-34.0,-24.5,192.08,0.36,1.64,1590,2015-10-08 14:08:52:759
-0.1915,-0.2873,9.7109,-0.265,-0.0381,9.803,0.0781,-0.2511,-0.092,-0.0937,-0.1364,0.0362,8.75,-33.75,-25.0,193.71,0.22,1.55,1690,2015-10-08 14:08:52:859
-0.2107,-0.2682,9.73,-0.2681,-0.0263,9.8029,0.0204,-0.1814,-0.0158,-0.1726,-0.049,-0.1172,8.0,-33.75,-24.5,192.16,0.15,1.57,1790,2015-10-08 14:08:52:959
-0.1532,-0.2873,9.8067,-0.2446,-0.0421,9.8035,0.0721,-0.2737,-0.1118,0.0234,-0.1065,-0.1236,8.75,-33.75,-25.25,193.81,0.17,1.49,1890,2015-10-08 14:08:53:059
-0.2298,-0.249,9.7109,-0.2386,-0.0482,9.8036,0.0248,-0.1945,-0.0546,0.0575,-0.0405,-0.0234,8.75,-33.75,-25.25,193.81,0.28,1.39,1990,2015-10-08 14:08:53:159
-0.1724,-0.249,9.7109,-0.2099,-0.0274,9.8044,0.0279,-0.2103,-0.0745,-0.0362,-0.0554,-0.0469,10.25,-33.75,-25.5,195.52,0.16,1.23,2090,2015-10-08 14:08:53:259
-0.2107,-0.249,9.7109,-0.2034,-0.0728,9.8043,-0.0092,-0.1654,-0.0935,0.0383,0.0128,-0.0618,8.75,-34.75,-26.0,193.55,0.31,1.16,2190,2015-10-08 14:08:53:359
-0.1532,-0.249,9.7109,-0.1958,-0.0775,9.8044,0.0043,-0.1715,0.0023,-0.0362,-0.0746,0.1491,7.75,-33.75,-25.5,192.33,0.42,1.21,2291,2015-10-08 14:08:53:460
-0.2107,-0.1915,9.7492,-0.2289,-0.0719,9.8037,0.0182,-0.1197,-0.0545,-0.0383,-0.0554,-0.1044,7.5,-33.75,-25.5,192.33,0.42,1.21,2391,2015-10-08 14:08:53:560
-0.1341,-0.2107,9.73,-0.202,-0.065,9.8044,0.068,-0.1457,-0.0743,-0.0043,-0.0746,-0.0043,8.25,-32.75,-25.0,192.71,0.38,1.18,2491,2015-10-08 14:08:53:660
-0.2298,-0.1915,9.7109,-0.1563,-0.0899,9.805,-0.0736,-0.1016,-0.0941,-0.0043,-0.0064,0.0213,8.75,-32.75,-25.0,194.44,0.44,1.03,2591,2015-10-08 14:08:53:760
-0.1532,-0.249,9.73,-0.1636,-0.0795,9.805,0.0104,-0.1695,-0.0749,0.0639,0.0192,0.0128,9.25,-33.25,-25.5,194.49,0.46,0.96,2691,2015-10-08 14:08:53:860
-0.2107,-0.2298,9.7109,-0.1586,-0.0595,9.8052,-0.0681,-0.1769,-0.0367,0.0447,-0.0916,0.0746,8.5,-34.25,-25.75,194.1,0.35,0.93,2790,2015-10-08 14:08:53:959
-0.1915,-0.249,9.7109,-0.1419,-0.0695,9.8054,-0.0497,-0.1795,-0.0945,0.0107,-0.0405,-0.0192,9.0,-35.5,-25.0,194.14,0.36,0.9,2890,2015-10-08 14:08:54:059
-0.1724,-0.249,9.7109,-0.1516,-0.0322,9.8054,-0.0207,-0.2168,-0.0945,0.032,0.017,-0.066,8.5,-36.25,-25.75,193.44,0.36,0.83,2990,2015-10-08 14:08:54:159
-0.1724,-0.1915,9.7492,-0.1563,-0.025,9.8054,-0.0352,-0.1857,-0.0945,0.0575,-0.1214,-0.0426,10.0,-35.0,-25.25,193.77,0.13,0.89,3090,2015-10-08 14:08:54:259
-0.1532,-0.2107,9.7109,-0.1737,-0.0341,9.8051,0.0205,-0.1766,-0.0367,-0.0362,0.0874,-0.0107,9.5,-33.0,-25.5,196.11,0.23,1.01,3190,2015-10-08 14:08:54:359
-0.1915,-0.2298,9.6917,-0.1763,0.0056,9.8051,0.0039,-0.1971,-0.0942,0.0149,-0.0149,0.0405,9.5,-34.5,-25.0,195.69,-0.03,1.03,3291,2015-10-08 14:08:54:460
-0.2107,-0.249,9.7492,-0.1573,0.0472,9.8053,-0.0725,-0.2771,-0.0752,0.066,-0.0362,0.0405,9.0,-33.0,-25.25,194.15,-0.14,0.98,3390,2015-10-08 14:08:54:559
-0.1724,-0.2107,9.6917,-0.1676,0.0623,9.805,-0.0239,-0.2538,-0.0941,-0.0277,-0.0298,0.0192,9.75,-33.5,-26.0,194.67,-0.39,0.93,3490,2015-10-08 14:08:54:659
-0.2107,-0.1915,9.73,-0.1559,0.0617,9.8052,-0.0547,-0.2533,-0.0752,0.1491,0.0341,0.0405,9.5,-36.0,-25.5,194.22,-0.32,0.93,3591,2015-10-08 14:08:54:760
-0.2107,-0.2298,9.7109,-0.1443,0.1,9.8051,-0.0664,-0.3298,-0.0942,0.0021,-0.0469,-0.0426,8.0,-35.5,-25.5,192.39,-0.58,0.84,3690,2015-10-08 14:08:54:859
-0.2107,-0.2107,9.6726,-0.1254,0.1046,9.8053,-0.0852,-0.3344,-0.0944,-0.0192,-0.0554,0.066,9.75,-34.0,-25.75,196.0,-0.61,0.73,3791,2015-10-08 14:08:54:960
-0.1915,-0.249,9.7875,-0.1172,0.1113,9.8053,-0.0744,-0.3795,-0.1136,0.1001,-0.0554,-0.0724,9.75,-34.25,-25.75,196.04,-0.65,0.68,3891,2015-10-08 14:08:55:060
-0.1532,-0.249,9.7109,-0.1094,0.0871,9.8057,-0.0822,-0.317,-0.0756,0.017,0.0703,-0.066,9.5,-33.75,-26.0,194.03,-0.59,0.7,3991,2015-10-08 14:08:55:160
-0.2107,-0.249,9.7109,-0.1298,0.0802,9.8055,-0.0618,-0.3292,-0.0754,-0.0128,-0.0405,0.0064,9.75,-35.75,-25.5,195.12,-0.47,0.76,4091,2015-10-08 14:08:55:260
-0.2107,-0.249,9.7683,-0.1103,0.0509,9.8059,-0.0812,-0.2807,-0.0184,0.0128,-0.0682,0.0682,9.25,-35.25,-26.0,194.02,-0.36,0.67,4191,2015-10-08 14:08:55:360
-0.1915,-0.2298,9.7109,-0.1044,0.0252,9.8061,-0.068,-0.2742,-0.0952,-0.0703,0.0043,-0.0511,9.5,-35.0,-25.5,194.01,-0.25,0.67,4291,2015-10-08 14:08:55:460
-0.1532,-0.2298,9.7683,-0.1205,-0.0049,9.8059,-0.0711,-0.225,-0.095,0.0128,0.0149,-0.0405,9.25,-34.5,-25.5,194.42,-0.01,0.59,4391,2015-10-08 14:08:55:560
-0.1915,-0.1724,9.73,-0.1261,-0.0097,9.8058,-0.0463,-0.201,-0.0566,-0.0362,0.0341,0.0937,8.75,-34.25,-26.25,195.04,0.03,0.7,4491,2015-10-08 14:08:55:660
-0.1532,-0.2107,9.73,-0.1111,-0.0069,9.806,-0.0349,-0.2083,-0.0759,0.0234,0.0107,0.0213,8.0,-33.75,-26.5,192.7,0.06,0.74,4591,2015-10-08 14:08:55:760
-0.1532,-0.2107,9.7683,-0.0854,-1.0E-4,9.8063,-0.0679,-0.2106,-0.0379,-0.0703,0.0341,0.032,9.0,-35.25,-26.0,194.35,0.04,0.65,4690,2015-10-08 14:08:55:859
-0.2298,-0.1915,9.7683,-0.1054,-0.0442,9.806,-0.1244,-0.1473,-0.0376,0.0447,-0.0149,0.0597,8.5,-35.25,-26.5,193.97,0.21,0.59,4790,2015-10-08 14:08:55:959
-0.1915,-0.249,9.7492,-0.1333,-0.062,9.8055,-0.0582,-0.187,-0.0564,-0.0213,-0.0085,-0.0788,8.25,-35.5,-26.75,192.33,0.45,0.65,4890,2015-10-08 14:08:56:059
-0.1915,-0.249,9.73,-0.1591,-0.0372,9.8053,-0.0869,-0.1372,-0.0754,0.1257,0.0533,0.0511,8.75,-35.0,-26.25,193.76,0.26,0.88,4990,2015-10-08 14:08:56:159
-0.1915,-0.2298,9.73,-0.14,-0.0236,9.8056,-0.0463,-0.2204,-0.0755,0.2131,-0.032,0.0192,9.0,-35.0,-25.75,193.82,0.19,0.82,5090,2015-10-08 14:08:56:259
-0.1724,-0.2298,9.7683,-0.1363,-0.0623,9.8055,-0.0289,-0.1659,-0.0754,0.0192,0.0469,0.0021,9.5,-35.25,-25.0,195.32,0.3,0.86,5190,2015-10-08 14:08:56:359
-0.1532,-0.2298,9.7109,-0.1377,-0.0578,9.8055,-0.0577,-0.1737,0.0011,-0.0021,0.0916,-0.0213,9.25,-35.0,-25.0,193.86,0.32,0.75,5290,2015-10-08 14:08:56:459
-0.1724,-0.249,9.73,-0.1547,-0.0712,9.8052,-0.0177,-0.1778,-0.0751,0.049,-0.0298,-0.0064,8.75,-34.75,-25.5,193.71,0.42,0.95,5390,2015-10-08 14:08:56:559
-0.2298,-0.2298,9.7875,-0.1726,-0.1122,9.8045,-0.0381,-0.1368,-0.0745,0.0256,0.0341,-0.0639,9.25,-35.25,-25.75,193.56,0.74,1.04,5490,2015-10-08 14:08:56:659
-0.1724,-0.2682,9.8067,-0.1877,-0.12,9.8041,-0.0038,-0.1481,-0.0741,-0.0064,0.0724,0.0639,9.0,-34.25,-25.75,193.88,0.77,1.12,5591,2015-10-08 14:08:56:760
-0.2107,-0.2298,9.7875,-0.1981,-0.0927,9.8042,0.0066,-0.1563,-0.0359,0.1023,0.0192,0.1449,8.0,-34.25,-24.75,192.35,0.65,1.13,5691,2015-10-08 14:08:56:860
-0.1724,-0.249,9.7492,-0.2108,-0.066,9.8042,0.0453,-0.1879,-0.0549,-0.0192,0.0618,-0.1044,7.5,-35.0,-25.0,191.97,0.4,1.25,5790,2015-10-08 14:08:56:959
-0.1915,-0.2682,9.7875,-0.2189,-0.0791,9.8039,0.0211,-0.1884,-0.0165,0.0405,-0.017,-0.0256,7.75,-32.75,-25.5,192.63,0.46,1.28,5890,2015-10-08 14:08:57:059
-0.2107,-0.249,9.7683,-0.2036,-0.097,9.8041,-0.0071,-0.152,-0.0357,0.0362,0.0107,0.0298,8.0,-34.0,-26.25,192.62,0.42,1.25,5990,2015-10-08 14:08:57:159
-0.1915,-0.249,9.73,-0.1813,-0.0787,9.8047,0.002,-0.182,0.0021,0.0298,0.0128,-0.0149,8.75,-35.0,-25.75,192.25,0.55,1.23,6090,2015-10-08 14:08:57:259
-0.1915,-0.249,9.8258,-0.1914,-0.0911,9.8044,-0.0072,-0.1584,0.0213,0.0149,0.0426,0.0447,7.75,-35.0,-25.25,192.04,0.54,1.1,6190,2015-10-08 14:08:57:359
-0.1724,-0.2298,9.73,-0.176,-0.0973,9.8046,-0.0025,-0.1673,-0.0934,0.0149,-0.0533,0.0831,8.25,-34.25,-25.0,192.01,0.62,1.13,6290,2015-10-08 14:08:57:459
-0.1724,-0.249,9.7875,-0.171,-0.1176,9.8045,-0.0014,-0.1314,-0.017,0.0639,0.1214,0.066,8.0,-34.25,-25.25,192.48,0.65,0.94,6391,2015-10-08 14:08:57:560
-0.1724,-0.2298,9.73,-0.1847,-0.1031,9.8044,-0.0069,-0.1268,0.0023,-0.049,-0.0597,0.017,8.5,-35.25,-25.5,193.59,0.6,1.08,6491,2015-10-08 14:08:57:660
-0.1915,-0.2107,9.7683,-0.1822,-0.1269,9.8041,-0.0094,-0.1029,0.0025,0.0043,0.066,0.017,8.25,-34.25,-25.5,192.38,0.74,1.06,6591,2015-10-08 14:08:57:760
-0.1915,-0.2298,9.73,-0.2093,-0.1211,9.8037,0.0178,-0.1088,-0.0928,-0.0234,0.0298,0.0746,8.75,-35.75,-25.5,191.65,0.7,1.18,6690,2015-10-08 14:08:57:859
-0.1915,-0.2298,9.73,-0.1863,-0.1446,9.8038,0.0139,-0.1044,-0.0738,0.0213,0.0597,0.017,8.5,-35.75,-26.0,191.64,0.76,1.13,6791,2015-10-08 14:08:57:960
-0.1915,-0.2298,9.8258,-0.1854,-0.157,9.8036,-0.0012,-0.0711,-0.0735,-0.0128,0.0554,0.0021,9.5,-35.0,-25.25,195.06,0.92,1.08,6891,2015-10-08 14:08:58:060
-0.1724,-0.2298,9.7109,-0.1872,-0.1502,9.8037,0.0148,-0.0797,-0.0354,-0.098,-0.0192,0.1108,8.25,-35.0,-25.0,191.96,0.87,1.16,6991,2015-10-08 14:08:58:160
-0.1915,-0.249,9.845,-0.194,-0.1563,9.8035,0.0131,-0.0815,-0.0543,-0.1108,-0.0831,0.0682,7.0,-36.0,-25.75,191.69,0.8,1.09,7090,2015-10-08 14:08:58:259
-0.1915,-0.2298,9.73,-0.2061,-0.1589,9.8032,0.0385,-0.0505,-0.0156,-0.0128,0.0597,0.0937,7.25,-35.5,-26.25,190.32,0.93,1.2,7190,2015-10-08 14:08:58:359
-0.1915,-0.2682,9.8067,-0.1986,-0.1516,9.8035,0.0071,-0.0974,-0.1117,0.1641,-0.0021,-0.0341,8.5,-36.75,-26.5,192.76,0.89,1.16,7290,2015-10-08 14:08:58:459
-0.1915,-0.2298,9.7109,-0.1938,-0.1378,9.8038,0.0023,-0.092,-0.0929,0.0874,0.0362,0.0256,9.0,-36.25,-26.25,193.07,0.88,1.2,7391,2015-10-08 14:08:58:560
-0.1724,-0.249,9.8258,-0.1732,-0.1215,9.8044,-0.0205,-0.1169,-0.1125,0.0831,-0.0085,-0.0234,9.0,-35.0,-26.25,194.61,0.77,1.16,7490,2015-10-08 14:08:58:659
-0.1724,-0.2873,9.7492,-0.1986,-0.1503,9.8035,0.0069,-0.105,-0.0735,-0.0405,-0.0128,-0.0192,8.25,-36.25,-25.75,193.6,0.71,1.04,7591,2015-10-08 14:08:58:760
-0.1724,-0.249,9.6917,-0.217,-0.1238,9.8035,0.0446,-0.1252,-0.1117,0.1108,0.0767,0.0575,9.25,-36.25,-26.0,194.61,0.87,1.13,7690,2015-10-08 14:08:58:859
-0.1915,-0.2107,9.8067,-0.2548,-0.1383,9.8024,0.0633,-0.0724,0.0043,-0.0064,0.0554,0.0298,10.0,-36.25,-25.5,194.43,0.71,1.5,7790,2015-10-08 14:08:58:959
-0.1724,-0.2107,9.7875,-0.2655,-0.1734,9.8015,0.0931,-0.0373,-0.014,-0.0362,0.1321,-0.0213,10.0,-35.75,-26.0,194.35,0.83,1.52,7890,2015-10-08 14:08:59:059
-0.2107,-0.2298,9.7109,-0.2562,-0.211,9.801,0.0482,-0.0163,-0.1092,-0.0107,-0.0192,0.0021,9.5,-35.5,-26.5,195.76,1.1,1.54,7991,2015-10-08 14:08:59:160
-0.1915,-0.2107,9.73,-0.2554,-0.2164,9.8009,0.0639,0.0057,-0.1092,0.032,-0.0107,-0.0469,9.75,-35.25,-26.0,194.61,1.14,1.62,8091,2015-10-08 14:08:59:260
-0.2107,-0.1915,9.73,-0.2658,-0.2185,9.8006,0.0551,0.0269,-0.0706,0.0256,0.0682,-0.0788,10.5,-36.0,-25.0,195.75,1.27,1.57,8190,2015-10-08 14:08:59:359
-0.1724,-0.249,9.7492,-0.2602,-0.2307,9.8005,0.0879,-0.0183,-0.0513,-0.0746,-0.0639,-0.0959,9.25,-36.5,-26.5,192.78,1.35,1.52,8290,2015-10-08 14:08:59:459
-0.1915,-0.2298,9.7109,-0.2477,-0.2488,9.8004,0.0562,0.019,-0.0895,-0.0362,-0.0916,0.1555,9.0,-36.75,-26.0,192.49,1.45,1.45,8390,2015-10-08 14:08:59:559
-0.1724,-0.249,9.7875,-0.2522,-0.2377,9.8005,0.0798,-0.0113,-0.013,0.0149,0.0128,-0.0149,8.5,-36.5,-25.5,192.89,1.5,1.41,8491,2015-10-08 14:08:59:660
-0.1915,-0.249,9.73,-0.2454,-0.216,9.8012,0.0538,-0.033,-0.0712,0.032,-0.049,0.0128,9.75,-36.5,-25.5,192.82,1.31,1.48,8590,2015-10-08 14:08:59:759
-0.1724,-0.2298,9.7109,-0.2301,-0.2277,9.8013,0.0386,-0.0404,-0.0904,0.0383,-0.0916,-0.1236,9.5,-36.75,-25.5,194.06,1.33,1.35,8692,2015-10-08 14:08:59:861
-0.1915,-0.2298,9.7875,-0.2087,-0.2099,9.8022,0.0363,-0.0199,-0.0913,-0.049,-0.0234,0.1513,10.25,-37.25,-25.75,194.12,1.23,1.22,8794,2015-10-08 14:08:59:963
-0.1915,-0.2107,9.8258,-0.2207,-0.2004,9.8021,0.01,-0.0103,-0.0912,0.0021,-0.0447,-0.0575,9.75,-35.75,-25.5,194.11,1.2,1.23,8890,2015-10-08 14:09:00:059
-0.1915,-0.2107,9.7492,-0.1974,-0.162,9.8033,0.025,-0.0296,-0.0924,0.0149,0.0682,0.1641,9.75,-35.0,-25.5,193.09,0.98,1.21,8990,2015-10-08 14:09:00:159
-0.1724,-0.2298,9.6726,-0.1905,-0.1605,9.8035,0.0181,-0.0693,-0.1309,0.0362,-0.0639,-0.0107,10.0,-34.75,-25.5,195.32,0.95,1.25,9090,2015-10-08 14:09:00:259
-0.2107,-0.2107,9.7875,-0.1975,-0.1879,9.8029,-0.0132,-0.0228,-0.0154,-0.098,0.098,-0.0959,9.75,-35.0,-25.25,194.64,1.02,1.04,9190,2015-10-08 14:09:00:359
-0.1724,-0.2298,9.8067,-0.1973,-0.2084,9.8024,0.0387,-0.039,-0.0338,0.0128,-0.0447,-0.0575,8.5,-34.75,-25.5,193.45,1.22,1.15,9290,2015-10-08 14:09:00:459
-0.1915,-0.2298,9.73,-0.2501,-0.1853,9.8017,0.0841,-0.0751,-0.0334,0.0128,0.0937,-0.0405,9.5,-34.5,-25.0,194.88,1.23,1.28,9390,2015-10-08 14:09:00:559
-0.2107,-0.2107,9.7683,-0.2247,-0.1631,9.8027,0.014,-0.0476,-0.0344,-0.0149,-0.0724,0.0192,9.75,-35.0,-24.75,194.49,1.01,1.33,9491,2015-10-08 14:09:00:660
-0.1915,-0.1915,9.73,-0.2574,-0.1851,9.8015,0.0659,-0.0064,-0.0715,-0.0788,0.1641,-0.0234,8.5,-35.5,-24.5,193.01,1.01,1.38,9591,2015-10-08 14:09:00:760
-0.1915,-0.2298,9.6917,-0.2826,-0.2119,9.8003,0.091,-0.0179,-0.1086,-0.0107,0.0533,0.0703,9.0,-36.25,-24.5,192.81,1.24,1.65,9691,2015-10-08 14:09:00:860
-0.1532,-0.2107,9.8067,-0.2305,-0.2322,9.8012,0.0772,0.0215,0.0055,-0.0149,-0.0554,-0.1278,9.25,-35.0,-24.25,193.31,1.3,1.4,9790,2015-10-08 14:09:00:959
-0.1915,-0.249,9.8067,-0.2336,-0.2466,9.8008,0.0612,0.0359,-0.0133,-0.0383,0.049,-0.0405,9.5,-32.75,-25.25,195.67,1.37,1.31,9890,2015-10-08 14:09:01:059
-0.2298,-0.249,9.7109,-0.2274,-0.2612,9.8005,0.0358,0.0505,0.0061,-0.0554,-0.0937,-0.0256,9.25,-33.75,-25.5,193.98,1.47,1.36,9990,2015-10-08 14:09:01:159
-0.1915,-0.249,9.7109,-0.2452,-0.2825,9.7995,0.0645,0.0438,-0.0316,-0.0852,0.0107,-0.0128,8.75,-35.25,-25.5,193.19,1.65,1.43,10090,2015-10-08 14:09:01:259
-0.1915,-0.249,9.73,-0.2713,-0.2631,9.7994,0.0735,0.0186,-0.0694,0.0533,-0.0469,-0.0533,8.5,-33.25,-24.75,193.86,1.56,1.58,10239,2015-10-08 14:09:01:408
-0.1915,-0.249,9.6917,-0.2809,-0.2678,9.799,0.0896,0.0164,-0.069,-0.0724,-0.0128,0.0575,7.75,-33.75,-25.25,191.86,1.56,1.64,10290,2015-10-08 14:09:01:459
-0.1915,-0.2107,9.7109,-0.2551,-0.2733,9.7995,0.044,0.0264,-0.0886,0.0149,0.0149,0.0554,9.25,-33.75,-25.0,193.53,1.6,1.49,10390,2015-10-08 14:09:01:559
-0.1915,-0.2298,9.7109,-0.2659,-0.2852,9.7989,0.0743,0.0554,-0.088,0.0341,0.0192,0.0064,8.0,-33.5,-25.0,192.24,1.65,1.56,10490,2015-10-08 14:09:01:659
-0.1915,-0.2298,9.7109,-0.2436,-0.2846,9.7995,0.052,0.0548,-0.0886,-0.0554,-0.017,-0.049,8.75,-34.25,-25.0,193.56,1.66,1.42,10594,2015-10-08 14:09:01:763
-0.2107,-0.2107,9.73,-0.2512,-0.3072,9.7986,0.0405,0.0965,-0.0686,-0.0149,0.0149,0.0064,8.75,-34.25,-25.25,193.62,1.73,1.33,10690,2015-10-08 14:09:01:859
-0.1724,-0.2107,9.73,-0.2474,-0.3175,9.7984,0.0666,0.1116,-0.0684,-0.0469,-0.0554,-0.1854,8.75,-34.25,-25.5,193.53,1.75,1.46,10790,2015-10-08 14:09:01:959
-0.1915,-0.2298,9.8067,-0.1918,-0.3378,9.799,0.0195,0.1271,-0.0881,-0.0085,-0.0362,0.0639,8.75,-34.25,-25.0,193.72,1.97,1.12,10890,2015-10-08 14:09:02:059
-0.1724,-0.2298,9.7109,-0.1906,-0.3337,9.7991,0.0182,0.1038,-0.0116,0.0277,0.0128,0.0724,8.5,-33.5,-24.75,192.45,1.9,1.22,10991,2015-10-08 14:09:02:160
-0.1915,-0.2298,9.6917,-0.192,-0.336,9.799,5.0E-4,0.1062,-0.1073,0.0426,0.0469,-0.0447,8.75,-34.0,-24.75,193.7,1.95,1.17,11090,2015-10-08 14:09:02:259
-0.2107,-0.2298,9.7109,-0.2046,-0.2944,9.8001,0.0131,0.0837,-0.1084,0.098,-0.0277,0.0298,9.25,-35.0,-24.75,193.28,1.77,1.27,11190,2015-10-08 14:09:02:359
-0.1724,-0.2298,9.6917,-0.1741,-0.2828,9.801,-0.0174,0.0721,-0.071,0.0107,-0.0937,0.0107,9.0,-34.75,-25.75,193.71,1.72,1.2,11291,2015-10-08 14:09:02:460
-0.1915,-0.2298,9.73,-0.15,-0.2788,9.8015,-0.0416,0.049,-0.0907,-0.0021,0.0149,-0.098,8.75,-34.5,-25.25,193.9,1.65,0.94,11391,2015-10-08 14:09:02:560
-0.1915,-0.2107,9.7492,-0.1749,-0.281,9.8011,-0.0358,0.0703,-0.071,-0.0234,-0.017,-0.0085,9.0,-34.0,-25.25,192.38,1.63,0.88,11491,2015-10-08 14:09:02:660
-0.1915,-0.249,9.7109,-0.1842,-0.2573,9.8015,-0.0073,0.0275,-0.0524,0.0021,-0.017,-0.0128,10.25,-34.25,-25.0,195.37,1.58,1.07,11591,2015-10-08 14:09:02:760
