ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.2107,-0.249,9.6917,-0.1697,-0.2738,9.8014,-0.0334,0.012,-0.0713,0.0383,0.0597,0.1001,9.5,-32.0,-25.25,196.27,1.63,1.04,11690,2015-10-08 14:09:02:859
-0.2107,-0.249,9.73,-0.179,-0.2287,9.8023,0.0066,-0.0012,-0.0915,0.049,0.0895,-0.0149,8.5,-33.5,-25.5,194.26,1.43,1.05,11790,2015-10-08 14:09:02:959
-0.2107,-0.249,9.7875,-0.1958,-0.2447,9.8016,0.0042,-0.0043,-0.0716,0.0192,-0.0256,-0.0831,8.25,-35.0,-25.5,191.89,1.43,1.14,11890,2015-10-08 14:09:03:059
-0.1724,-0.2298,9.73,-0.189,-0.2428,9.8018,0.0166,0.013,-0.0718,-0.0682,-0.0724,0.0746,8.5,-34.75,-25.25,193.37,1.46,1.22,11990,2015-10-08 14:09:03:159
-0.1724,-0.2107,9.7683,-0.1803,-0.2516,9.8018,0.008,0.0409,-0.0334,-0.0767,-0.0831,0.0895,8.5,-34.25,-24.75,193.88,1.43,1.01,12090,2015-10-08 14:09:03:259
-0.1915,-0.2107,9.7109,-0.1636,-0.2875,9.8011,-0.0279,0.0768,-0.0902,-0.0511,0.0383,-0.0085,8.25,-34.0,-25.5,192.28,1.48,1.05,12190,2015-10-08 14:09:03:359
-0.1915,-0.2107,9.8258,-0.1578,-0.2872,9.8012,-0.0337,0.0765,0.0246,0.0852,-0.0149,-0.0107,8.75,-34.25,-26.25,193.91,1.67,0.87,12291,2015-10-08 14:09:03:460
-0.2107,-0.2107,9.7109,-0.1804,-0.2859,9.8008,-0.0302,0.0752,-0.0899,-0.0724,0.0362,0.0234,8.75,-33.75,-25.75,193.84,1.63,0.98,12391,2015-10-08 14:09:03:560
-0.1915,-0.2107,9.7109,-0.1978,-0.2904,9.8004,0.0062,0.0605,-0.1086,0.0511,0.0256,-0.0469,8.75,-36.0,-25.0,193.04,1.77,1.12,12491,2015-10-08 14:09:03:660
-0.1915,-0.2298,9.7683,-0.1716,-0.2591,9.8017,-0.0095,0.0378,-0.0908,-0.0043,0.049,0.0341,8.75,-33.75,-25.0,193.85,1.54,1.04,12590,2015-10-08 14:09:03:759
-0.1915,-0.249,9.73,-0.1459,-0.2566,9.8022,-0.0486,-0.0051,-0.0725,0.0107,-0.017,0.0085,7.75,-33.5,-24.25,192.7,1.51,1.0,12691,2015-10-08 14:09:03:860
-0.1915,-0.249,9.7109,-0.1466,-0.2489,9.8024,-0.0483,0.001,-0.0915,0.0575,0.032,0.0128,8.75,-35.0,-25.25,193.68,1.53,0.74,12791,2015-10-08 14:09:03:960
-0.1915,-0.2298,9.7683,-0.136,-0.2391,9.8028,-0.0599,0.0163,-0.0343,0.0724,0.049,-0.0874,8.25,-34.25,-24.5,192.54,1.38,0.74,12891,2015-10-08 14:09:04:060
-0.1915,-0.2107,9.73,-0.1096,-0.2071,9.8039,-0.1011,-0.0227,-0.0164,0.0341,0.1023,0.0298,8.75,-36.0,-25.0,193.39,1.29,0.68,12991,2015-10-08 14:09:04:160
-0.1724,-0.2107,9.7492,-0.1403,-0.2279,9.803,-0.0512,-0.0211,-0.0155,0.115,0.0533,-0.032,9.0,-35.5,-25.0,193.69,1.3,0.77,13091,2015-10-08 14:09:04:260
-0.2107,-0.2107,9.7683,-0.134,-0.2174,9.8033,-0.0383,-0.0124,-0.0733,-0.0597,0.0405,-0.017,9.0,-34.25,-24.75,194.01,1.43,0.83,13191,2015-10-08 14:09:04:360
-0.2107,-0.249,9.7109,-0.1211,-0.1901,9.8041,-0.0896,-0.0589,-0.0932,-0.0277,-0.13,0.032,8.5,-34.5,-24.25,194.13,1.12,0.78,13290,2015-10-08 14:09:04:459
-0.1724,-0.249,9.73,-0.1306,-0.167,9.8044,-0.0418,-0.082,-0.0743,0.0021,0.049,0.0341,8.75,-35.0,-24.5,193.76,1.03,0.77,13390,2015-10-08 14:09:04:559
-0.1724,-0.2298,9.73,-0.1494,-0.1707,9.804,-0.0613,-0.0783,-0.074,0.0511,0.0043,0.0362,9.75,-35.25,-25.0,195.19,1.0,0.87,13490,2015-10-08 14:09:04:659
-0.1915,-0.2298,9.8067,-0.1398,-0.1824,9.804,-0.0311,-0.0441,-0.0738,0.115,-0.032,-0.0362,9.0,-34.75,-24.75,192.42,1.11,0.92,13590,2015-10-08 14:09:04:759
-0.2107,-0.2107,9.73,-0.1359,-0.1909,9.8039,-0.0768,-0.023,-0.0739,0.0128,0.0192,-0.1023,9.25,-35.5,-25.5,193.75,1.11,0.73,13690,2015-10-08 14:09:04:859
-0.1915,-0.2298,9.8067,-0.1513,-0.1915,9.8036,-0.0452,-0.0463,0.0028,0.0426,0.0149,0.017,8.5,-34.5,-25.25,194.04,1.07,0.87,13790,2015-10-08 14:09:04:959
-0.2107,-0.2298,9.7875,-0.1411,-0.2136,9.8033,-0.0504,-0.0163,-0.035,-0.1193,0.0724,-0.0234,8.5,-34.75,-25.5,193.73,1.17,0.74,13890,2015-10-08 14:09:05:059
-0.1915,-0.2107,9.7492,-0.1495,-0.2131,9.8032,-0.042,0.0024,0.0226,0.0213,-0.0149,0.1044,8.25,-33.75,-25.25,192.43,1.22,0.89,13990,2015-10-08 14:09:05:159
-0.1915,-0.2107,9.8258,-0.1584,-0.2077,9.8032,-0.0331,-0.0221,-0.0923,0.0426,0.0767,-0.0085,8.25,-34.75,-25.5,192.07,1.21,0.93,14090,2015-10-08 14:09:05:259
-0.1915,-0.2298,9.7109,-0.152,-0.1954,9.8035,-0.0428,-0.0416,-0.0928,-0.0383,0.032,0.0554,9.0,-34.75,-24.5,193.71,1.08,0.84,14190,2015-10-08 14:09:05:359
-0.1724,-0.2107,9.7492,-0.1508,-0.2005,9.8034,-0.0249,-0.0253,-0.0925,0.017,0.0554,0.0469,9.0,-35.0,-25.0,194.08,1.11,0.81,14290,2015-10-08 14:09:05:459
-0.1724,-0.2107,9.7683,-0.1468,-0.2043,9.8034,-0.0447,-0.0256,-0.0925,0.0618,0.0511,-0.0405,9.5,-34.75,-24.75,194.07,1.13,0.87,14390,2015-10-08 14:09:05:559
-0.2107,-0.1915,9.7875,-0.1575,-0.1777,9.8038,-0.0341,-0.0522,-0.0929,-0.0341,-0.0107,-0.0085,9.0,-34.5,-25.0,194.01,1.04,0.92,14490,2015-10-08 14:09:05:659
-0.1724,-0.2107,9.73,-0.1437,-0.1886,9.8038,-0.0287,-0.022,-0.0737,-0.0213,-0.0959,-0.0916,8.25,-35.5,-25.0,193.99,1.09,0.99,14590,2015-10-08 14:09:05:759
-0.1724,-0.2298,9.6917,-0.1362,-0.1736,9.8042,-0.0362,-0.0563,-0.1124,0.0362,-0.0234,0.1406,8.25,-36.75,-25.0,193.33,1.08,0.82,14691,2015-10-08 14:09:05:860
-0.1915,-0.2298,9.7875,-0.1329,-0.1812,9.8041,-0.0394,-0.0295,-0.1123,-0.0618,0.1087,-0.0149,9.5,-36.0,-25.0,193.35,1.0,0.81,14790,2015-10-08 14:09:05:959
-0.1724,-0.2298,9.7875,-0.1293,-0.1648,9.8044,-0.0622,-0.065,-0.0744,0.0533,-0.0043,-0.0788,8.5,-34.5,-24.75,193.43,0.93,0.74,14891,2015-10-08 14:09:06:060
-0.1724,-0.2107,9.6917,-0.1181,-0.1823,9.8042,-0.0543,-0.0476,-0.0934,0.0234,0.0618,-0.081,8.25,-34.25,-25.5,192.59,1.06,0.69,14991,2015-10-08 14:09:06:160
-0.1724,-0.1915,9.7109,-0.11,-0.215,9.8037,-0.0815,-0.0149,-0.0736,-0.0213,0.0234,0.0383,8.25,-35.0,-24.75,192.25,1.2,0.67,15091,2015-10-08 14:09:06:260
-0.1915,-0.2298,9.73,-0.1185,-0.2034,9.8038,-0.0731,-0.0264,-0.0738,0.0341,-0.0937,-0.0511,8.0,-35.5,-25.0,192.17,1.21,0.77,15191,2015-10-08 14:09:06:360
-0.1915,-0.249,9.73,-0.1232,-0.1966,9.8039,-0.0875,-0.0524,-0.093,-0.0064,-0.0533,-0.0831,8.25,-35.75,-25.25,193.42,1.16,0.67,15290,2015-10-08 14:09:06:459
-0.1915,-0.2682,9.7109,-0.1195,-0.1873,9.8041,-0.0556,-0.0542,-0.074,0.0426,-0.0043,0.0043,9.25,-35.75,-24.75,192.22,1.15,0.72,15390,2015-10-08 14:09:06:559
-0.1915,-0.249,9.7683,-0.1353,-0.1734,9.8042,-0.0562,-0.0756,-0.0358,-0.1129,0.0192,-0.1065,9.25,-34.0,-25.5,193.78,1.07,0.68,15491,2015-10-08 14:09:06:660
-0.1915,-0.249,9.73,-0.1609,-0.2228,9.8028,-0.0307,-0.0262,-0.0728,0.0362,-0.0021,-0.2024,7.5,-34.75,-25.5,192.05,1.3,0.94,15590,2015-10-08 14:09:06:759
-0.1915,-0.2298,9.73,-0.1636,-0.2014,9.8032,-0.028,-0.0284,-0.0732,0.0021,0.098,-0.0043,8.0,-35.25,-24.75,192.05,1.18,0.96,15691,2015-10-08 14:09:06:860
-0.1915,-0.2298,9.7109,-0.174,-0.1975,9.8031,-0.0175,-0.0323,-0.0922,-0.0107,-0.0874,-0.032,9.0,-35.0,-25.0,193.58,1.18,0.96,15790,2015-10-08 14:09:06:959
-0.1915,-0.249,9.7109,-0.1832,-0.2357,9.8021,-0.0084,-0.0133,-0.0912,-0.0554,0.0021,-0.0597,9.25,-35.0,-25.0,193.55,1.15,1.02,15891,2015-10-08 14:09:07:060
-0.1724,-0.2298,9.7109,-0.1914,-0.2538,9.8015,0.026,0.0548,-0.0902,0.0724,0.0213,0.0703,9.0,-35.75,-25.0,193.06,1.55,1.12,15991,2015-10-08 14:09:07:160
-0.1915,-0.2298,9.6917,-0.1806,-0.2501,9.8018,-0.0077,0.0222,-0.0717,0.017,-0.0298,0.0128,8.5,-33.25,-25.0,194.16,1.56,1.15,16090,2015-10-08 14:09:07:259
-0.1915,-0.2298,9.6917,-0.2182,-0.2853,9.8001,0.0036,0.0475,-0.0703,-0.0874,0.0469,-0.0149,8.5,-33.5,-24.25,192.32,1.46,1.06,16190,2015-10-08 14:09:07:359
-0.1724,-0.249,9.7109,-0.2095,-0.2713,9.8007,0.0451,0.0395,-0.0513,0.0341,0.0021,0.0831,8.25,-34.25,-25.0,192.1,1.62,1.27,16290,2015-10-08 14:09:07:459
-0.1915,-0.2298,9.7109,-0.1992,-0.2368,9.8018,0.0245,0.0157,-0.0907,0.0234,0.0107,-0.017,8.5,-34.75,-25.25,193.34,1.49,1.26,16390,2015-10-08 14:09:07:559
-0.1915,-0.2107,9.7109,-0.1769,-0.2642,9.8015,-0.0109,0.0489,-0.0524,-0.0533,-0.0362,0.0554,7.5,-34.75,-24.5,191.93,1.48,1.13,16490,2015-10-08 14:09:07:659
-0.1915,-0.2107,9.73,-0.1695,-0.2435,9.8022,-0.0207,0.0146,-0.0912,-0.1023,-0.0554,-0.0639,9.0,-35.5,-24.25,193.52,1.48,1.03,16590,2015-10-08 14:09:07:759
-0.1915,-0.1915,9.6917,-0.1944,-0.202,9.8026,0.0066,0.0084,-0.1109,-0.0575,0.0277,0.0277,9.5,-33.25,-24.25,193.92,1.41,1.03,16690,2015-10-08 14:09:07:859
-0.1915,-0.2107,9.7109,-0.1782,-0.2113,9.8028,-0.0133,6.0E-4,-0.111,-0.0128,-0.049,-0.0298,8.75,-33.25,-25.0,194.24,1.19,1.19,16790,2015-10-08 14:09:07:959
-0.2298,-0.2107,9.7109,-0.1988,-0.2022,9.8025,-0.0311,-0.0085,-0.0917,-0.0149,0.0511,-0.0852,8.75,-34.25,-24.0,193.88,1.13,1.15,16891,2015-10-08 14:09:08:060
-0.1915,-0.249,9.7492,-0.202,-0.2355,9.8017,0.0105,-0.0135,-0.0526,-0.0192,0.0511,0.0447,8.5,-34.25,-24.0,194.24,1.19,1.18,16990,2015-10-08 14:09:08:159
-0.1724,-0.2298,9.6917,-0.1878,-0.2468,9.8017,0.0154,0.0169,-0.11,0.0021,-0.0149,0.0639,8.75,-34.25,-24.0,193.79,1.42,1.22,17090,2015-10-08 14:09:08:259
-0.1915,-0.2107,9.73,-0.1948,-0.2628,9.8012,0.0032,0.0521,-0.0712,-0.0724,0.115,-0.0405,7.25,-33.75,-24.75,190.37,1.44,1.1,17190,2015-10-08 14:09:08:359
-0.1724,-0.2298,9.73,-0.1868,-0.246,9.8018,0.0144,0.0162,-0.0717,0.0362,0.066,0.032,8.5,-31.25,-24.5,195.16,1.51,1.02,17290,2015-10-08 14:09:08:459
-0.1915,-0.249,9.7875,-0.196,-0.2522,9.8014,0.0044,0.0223,-0.0714,0.0767,0.0277,-0.0277,9.0,-31.5,-23.75,193.04,1.53,1.05,17390,2015-10-08 14:09:08:559
-0.1915,-0.2107,9.73,-0.1776,-0.2411,9.8021,-0.014,0.0304,-0.1103,-0.017,0.0192,-0.0064,7.75,-32.5,-24.25,193.05,1.44,1.05,17490,2015-10-08 14:09:08:659
-0.1915,-0.2298,9.7875,-0.1839,-0.2507,9.8017,-0.0128,0.041,-0.0909,-0.0788,0.0192,-0.1087,8.25,-33.0,-23.75,192.67,1.45,1.06,17590,2015-10-08 14:09:08:759
-0.1915,-0.2298,9.8067,-0.1835,-0.2806,9.8009,-0.0064,0.0452,-0.0519,0.0511,0.0192,0.0362,8.5,-33.25,-24.25,194.2,1.54,1.17,17690,2015-10-08 14:09:08:859
-0.1724,-0.2298,9.73,-0.1535,-0.2612,9.802,-0.0347,0.0173,-0.0339,-0.1129,-0.0469,0.032,8.25,-34.25,-24.0,192.39,1.45,0.94,17790,2015-10-08 14:09:08:959
-0.1915,-0.1915,9.7492,-0.161,-0.2675,9.8017,-0.0246,0.0786,-0.0523,-0.0852,0.0064,0.0256,8.0,-35.0,-23.5,192.09,1.54,0.93,17890,2015-10-08 14:09:09:059
-0.2107,-0.2298,9.73,-0.1424,-0.2757,9.8017,-0.0571,0.0506,-0.0717,0.0639,-0.0554,-0.0597,8.25,-34.75,-23.75,192.0,1.63,0.99,17990,2015-10-08 14:09:09:159
-0.1915,-0.2107,9.73,-0.1444,-0.3051,9.8008,-0.0549,0.0787,-0.0714,-0.0447,0.066,-0.0043,9.25,-33.75,-24.5,194.03,1.66,0.78,18090,2015-10-08 14:09:09:259
-0.1915,-0.2107,9.8067,-0.1187,-0.3039,9.8012,-0.0619,0.0996,0.0058,0.0575,-0.115,0.0362,9.5,-34.5,-25.0,195.48,1.78,0.84,18190,2015-10-08 14:09:09:359
-0.1915,-0.2298,9.73,-0.1368,-0.2999,9.8011,-0.0589,0.0746,-0.071,0.0383,-0.0277,0.0788,10.0,-35.25,-25.25,195.13,1.77,0.76,18290,2015-10-08 14:09:09:459
-0.1724,-0.2298,9.7492,-0.126,-0.295,9.8014,-0.0526,0.0631,-0.0524,0.0149,-0.0469,-0.0021,10.0,-34.25,-25.0,195.54,1.76,0.76,18390,2015-10-08 14:09:09:559
-0.2107,-0.2298,9.8258,-0.1115,-0.3133,9.801,-0.0909,0.0709,0.0245,-0.0533,0.0085,0.0362,9.0,-35.0,-25.25,193.65,1.72,0.74,18490,2015-10-08 14:09:09:659
-0.1915,-0.2298,9.7875,-0.0921,-0.291,9.8019,-0.1032,0.0633,-0.0144,0.0831,-0.0767,0.0277,9.0,-34.0,-25.0,192.17,1.83,0.65,18591,2015-10-08 14:09:09:760
-0.1915,-0.1915,9.73,-0.0816,-0.2896,9.802,-0.1099,0.0597,0.0046,0.0511,-0.0256,0.0383,9.0,-36.25,-26.0,193.8,1.67,0.52,18691,2015-10-08 14:09:09:860
-0.1915,-0.2298,9.7683,-0.082,-0.2985,9.8018,-0.0904,0.0878,0.024,-0.0533,-0.1257,0.0128,7.75,-35.25,-25.75,192.26,1.67,0.51,18790,2015-10-08 14:09:09:959
-0.2298,-0.2107,9.7683,-0.0693,-0.2962,9.8019,-0.1606,0.0856,-0.0336,0.0256,-0.0746,0.0213,8.5,-35.75,-26.0,192.32,1.75,0.4,18890,2015-10-08 14:09:10:059
-0.1724,-0.2298,9.7875,-0.0699,-0.2798,9.8024,-0.1025,0.05,-0.0149,0.0043,0.0298,-0.0362,7.5,-36.0,-26.0,193.45,1.68,0.46,18990,2015-10-08 14:09:10:159
-0.1724,-0.249,9.7109,-0.0623,-0.2833,9.8024,-0.1101,0.0343,-0.0915,0.0959,-0.066,0.049,7.5,-35.0,-27.0,191.98,1.68,0.44,19090,2015-10-08 14:09:10:259
-0.1915,-0.2298,9.7875,-0.0637,-0.253,9.8032,-0.1279,0.0232,-0.0157,0.0703,0.0064,0.0064,8.75,-36.0,-26.5,193.54,1.56,0.35,19190,2015-10-08 14:09:10:359
-0.1724,-0.2298,9.8067,-0.0839,-0.226,9.8037,-0.1126,0.0251,-0.0735,-0.1619,-0.0575,0.0597,9.5,-36.5,-26.25,194.96,1.32,0.49,19291,2015-10-08 14:09:10:460
-0.2107,-0.2107,9.7109,-0.0992,-0.2218,9.8036,-0.1144,0.0046,-0.0163,-0.0724,0.0213,-0.0043,7.5,-35.0,-26.75,192.31,1.25,0.5,19391,2015-10-08 14:09:10:560
-0.1915,-0.2298,9.7683,-0.097,-0.2239,9.8036,-0.0602,-0.0256,-0.0928,0.0682,-0.0362,-0.0341,7.5,-36.25,-26.5,191.9,1.31,0.64,19491,2015-10-08 14:09:10:660
-0.1915,-0.2298,9.7492,-0.1066,-0.1947,9.8041,-0.0702,-0.0277,-0.0932,-0.0085,0.0256,-0.0234,9.25,-35.5,-26.0,193.79,1.14,0.62,19590,2015-10-08 14:09:10:759
-0.1724,-0.2107,9.73,-0.1255,-0.1977,9.8039,-0.0468,-0.013,-0.0738,0.0937,-0.0341,0.1534,9.5,-36.0,-26.0,194.86,1.14,0.69,19690,2015-10-08 14:09:10:859
-0.1724,-0.2298,9.8067,-0.1313,-0.2045,9.8036,-0.0411,-0.0254,0.003,0.0043,-0.0064,0.0277,9.5,-36.5,-26.0,194.74,1.38,0.8,19790,2015-10-08 14:09:10:959
-0.1724,-0.2298,9.7875,-0.1357,-0.2003,9.8037,-0.0367,-0.0295,-0.0162,-0.049,0.0447,0.1172,9.75,-34.75,-26.0,195.18,1.17,0.79,19890,2015-10-08 14:09:11:059
-0.1724,-0.249,9.7492,-0.1719,-0.2317,9.8024,-0.0249,-0.0125,-0.034,-0.0107,0.0575,-0.1001,8.0,-34.25,-26.25,193.98,1.27,0.86,19990,2015-10-08 14:09:11:159
-0.1915,-0.249,9.8258,-0.1566,-0.2465,9.8023,-0.0522,-0.0203,-0.053,0.0128,-0.0213,-0.0234,9.0,-35.25,-26.0,193.56,1.4,0.89,20090,2015-10-08 14:09:11:259
-0.1915,-0.249,9.7109,-0.185,-0.2292,9.8022,-0.0066,-0.0198,-0.0913,0.081,0.0021,-0.0575,9.0,-35.75,-26.25,193.09,1.34,1.08,20190,2015-10-08 14:09:11:359
-0.1724,-0.2107,9.7492,-0.1996,-0.2254,9.802,0.0273,0.0147,-0.0528,0.0064,-0.0362,-0.0597,9.75,-36.5,-26.0,194.51,1.35,1.15,20290,2015-10-08 14:09:11:459
-0.1915,-0.2107,9.73,-0.1964,-0.26,9.8012,0.0048,0.0493,-0.0712,-0.066,0.0277,0.0234,9.5,-37.25,-25.75,194.12,1.52,1.15,20390,2015-10-08 14:09:11:559
-0.1915,-0.249,9.7492,-0.1976,-0.2555,9.8013,0.0061,0.0065,-0.0521,-0.0447,-0.1001,-0.0916,9.75,-35.5,-27.0,194.79,1.6,1.19,20491,2015-10-08 14:09:11:660
-0.1915,-0.2298,9.7875,-0.1974,-0.259,9.8012,0.0058,0.0291,-0.0137,0.0256,-0.1321,-0.0746,9.25,-36.5,-26.25,193.01,1.51,1.15,20591,2015-10-08 14:09:11:760
-0.1915,-0.249,9.6917,-0.1828,-0.2376,9.8021,-0.0087,-0.0114,-0.1103,-0.0256,0.0192,0.0874,8.5,-35.75,-25.75,193.09,1.39,1.07,20691,2015-10-08 14:09:11:860
-0.1724,-0.249,9.7875,-0.1709,-0.2411,9.8022,-0.0015,-0.0079,-0.0147,-0.0298,0.0511,0.0533,9.5,-35.75,-26.75,194.54,1.37,1.05,20790,2015-10-08 14:09:11:959
-0.1915,-0.249,9.7683,-0.131,-0.2029,9.8037,-0.0605,-0.0461,-0.0353,-0.0149,-0.1065,-0.115,8.75,-34.5,-26.75,193.43,1.36,1.04,20890,2015-10-08 14:09:12:059
-0.1915,-0.249,9.73,-0.1424,-0.1873,9.8038,-0.0491,-0.0617,-0.0738,0.0874,0.0703,-0.0469,8.5,-35.0,-26.0,194.05,1.23,0.73,20990,2015-10-08 14:09:12:159
-0.1915,-0.2298,9.7683,-0.1058,-0.1953,9.8041,-0.0781,-0.034,-0.0932,-0.0043,0.0788,-0.0149,9.75,-35.5,-26.5,193.67,1.04,0.82,21090,2015-10-08 14:09:12:259
-0.1724,-0.2298,9.73,-0.1326,-0.189,9.8039,-0.0751,-0.0657,-0.0551,-0.1044,0.0533,0.0916,8.5,-36.0,-26.5,193.4,1.07,0.68,21190,2015-10-08 14:09:12:359
-0.1915,-0.2298,9.7109,-0.146,-0.1885,9.8038,-0.0774,-0.0173,-0.0738,0.0511,0.0937,-0.032,8.25,-35.5,-25.75,192.1,1.1,0.85,21290,2015-10-08 14:09:12:459
-0.2107,-0.2298,9.73,-0.1265,-0.1992,9.8038,-0.0785,-0.0369,-0.016,-0.0447,-0.0192,0.0213,8.75,-35.75,-25.75,193.34,1.16,0.74,21390,2015-10-08 14:09:12:559
-0.1915,-0.2298,9.7875,-0.1351,-0.1998,9.8037,-0.0565,-0.0301,-0.0162,0.0852,0.0107,-0.1342,9.5,-34.5,-25.25,195.63,1.12,0.81,21491,2015-10-08 14:09:12:660
-0.1915,-0.2107,9.6917,-0.1506,-0.2205,9.803,-0.0409,0.0098,-0.1113,-0.0852,0.0597,-0.0213,8.75,-34.75,-25.5,193.62,1.29,0.88,21590,2015-10-08 14:09:12:759
-0.1915,-0.2107,9.7109,-0.1498,-0.2227,9.803,-0.0417,0.012,-0.0921,-0.0533,0.0362,0.0746,8.75,-34.25,-25.75,193.56,1.31,0.91,21691,2015-10-08 14:09:12:860
-0.1724,-0.2298,9.7109,-0.1539,-0.2367,9.8026,-0.0185,0.0069,-0.0917,-0.098,-0.0362,-0.0362,9.0,-32.5,-25.25,194.35,1.26,0.95,21790,2015-10-08 14:09:12:959
-0.1915,-0.2107,9.7683,-0.1776,-0.2319,9.8023,0.0108,-0.0101,-0.1299,0.032,0.1427,-0.0043,8.25,-34.5,-25.0,192.25,1.43,1.1,21890,2015-10-08 14:09:13:059
-0.1915,-0.249,9.73,-0.204,-0.2205,9.802,0.0124,-0.0285,-0.0529,-0.0341,-0.0383,0.1683,9.0,-35.25,-24.5,193.48,1.29,1.08,21991,2015-10-08 14:09:13:160
-0.1724,-0.249,9.73,-0.1872,-0.2432,9.8018,-0.0043,0.0325,-0.0527,-0.0447,-0.0362,0.0767,8.75,-35.0,-24.5,191.91,1.35,1.18,22091,2015-10-08 14:09:13:260
-0.1915,-0.2107,9.8067,-0.1811,-0.2313,9.8023,-0.0104,0.0206,0.0044,0.0597,-0.0085,0.0362,8.0,-33.75,-24.75,192.29,1.35,1.06,22191,2015-10-08 14:09:13:360
-0.1724,-0.2107,9.7109,-0.2086,-0.2362,9.8016,0.0362,0.0255,-0.0907,0.0298,0.0447,0.0277,8.0,-33.5,-24.5,192.6,1.4,1.17,22290,2015-10-08 14:09:13:459
-0.1915,-0.2107,9.8067,-0.2229,-0.2103,9.8019,0.0313,-4.0E-4,-0.0718,0.1321,0.0192,0.0746,8.0,-34.0,-24.0,192.19,1.23,1.3,22390,2015-10-08 14:09:13:559
-0.1915,-0.2107,9.7109,-0.2434,-0.1743,9.8021,0.0519,-0.0556,-0.072,0.0554,-0.0021,-0.0128,8.75,-33.0,-23.25,194.21,1.11,1.31,22490,2015-10-08 14:09:13:659
-0.1915,-0.1915,9.73,-0.2681,-0.219,9.8005,0.0766,0.0083,-0.0705,-0.1108,-0.0128,0.13,8.75,-33.5,-24.5,194.13,1.07,1.38,22590,2015-10-08 14:09:13:759
-0.1915,-0.249,9.7683,-0.2193,-0.2084,9.802,0.0277,-0.0406,-0.0336,-0.0213,-0.0511,0.0831,8.0,-32.25,-24.75,194.1,1.22,1.32,22691,2015-10-08 14:09:13:860
-0.1915,-0.249,9.73,-0.2175,-0.2085,9.802,0.026,-0.0405,-0.072,-0.0192,-0.017,-0.1065,8.5,-33.25,-24.5,194.61,1.17,1.2,22791,2015-10-08 14:09:13:960
-0.1915,-0.2298,9.6917,-0.2036,-0.1863,9.8028,0.0121,-0.0435,-0.111,0.0639,0.0362,0.1981,8.5,-34.25,-24.5,193.78,1.15,1.3,22891,2015-10-08 14:09:14:060
-0.1724,-0.2107,9.7109,-0.2227,-0.1518,9.8029,0.0312,-0.0588,-0.1112,0.0469,0.0469,0.0511,8.5,-34.25,-24.5,193.82,0.89,1.3,22991,2015-10-08 14:09:14:160
-0.1915,-0.2298,9.73,-0.2178,-0.1408,9.8032,0.0494,-0.0594,-0.0921,-0.0895,0.0383,0.0043,9.0,-33.0,-24.0,194.22,0.81,1.32,23090,2015-10-08 14:09:14:259
-0.1915,-0.2298,9.73,-0.2127,-0.1582,9.8031,0.0212,-0.0525,-0.073,-0.0724,-0.0362,-0.0234,8.75,-33.5,-24.5,194.18,0.9,1.34,23190,2015-10-08 14:09:14:359
-0.1915,-0.2107,9.6917,-0.2297,-0.1758,9.8024,0.0296,-0.0493,-0.0728,-0.1065,0.0767,-0.0554,8.0,-33.0,-24.5,192.61,0.89,1.27,23290,2015-10-08 14:09:14:459
